COc1ccc(cc1)C(O)=O OC(=O)c1ccc(c(c1)C(O)=O)[N+]([O-])=O
Cc1ccc(c(C)c1)[N+]([O-])=O [O-]C(=O)c1cc(Br)ccc1Cl
CCCOc1ccc(NC(C)=O)cc1 CNc1cccc(C)c1
CCCCOC(=O)C1=CC=C(N)C=C1 CCCc1ccc(O)cc1
Cc1ccc(cc1C)C([O-])=O CC(=O)CC(CC(O)=O)c1ccccc1
CCC(=O)OCc1ccc(Cl)cc1Cl CCC1=CC=C(O)C=C1
N#CCc1ccccc1 O[P](O)(=O)c1cccc(c1)[N+]([O-])=O
CC(C)CCOC(=O)c1cccc(c1C([O-])=O)[N+]([O-])=O COc1c(C)c(C=O)ccc1O
Brc1cc(C(O)=O)c(N)cc1 OC(=O)c1cc(Br)cc(C(O)=O)c1C(O)=O
Clc1cccc(Cl)c1 CCOC(=O)C1=CC(=C(O)C=C1)OC
CC(C)C(=O)OCCc1ccccc1 NCCCCC(NC(=O)c1ccccc1)C(O)=O
CNC1=CC=C(C=C1)[S](=O)(=O)N(C)C O[C@@H](C(O)=O)c1ccccc1Cl
O=C(Nc(ccc(c1)Br)c1)C N(N)c(cccc1)c1
CCCCC1=CC=C(C=C1)C(O)=O COc1ccccc1O
OC(=O)CC1=C(Cl)C=CC(=C1Cl)Cl CN(C)C(=O)Nc1ccccc1
Cc1ccccc1CCl CC(C)c1ccc(C)c(O)c1
CCOCN(C(=O)CCl)c1c(C)cccc1CC COC(=O)c1cc(cc(c1)[N+]([O-])=O)C(O)=O
COc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O CCSCc1ccccc1OC(=O)NC
Oc1ccc(Cl)cc1[N+]([O-])=O CC(C)c1cc(Cl)c(C)cc1O
OCc1cc(Cl)c(Cl)c(Cl)c1 Cc1ccc(N)c(Cl)c1O
OC(=O)COC1=C(Cl)C(=C(Cl)C=C1)Cl CC(=O)OC(=C)c1ccccc1
Oc1c(Cl)cc(Cl)c(Cl)c1Cl CC(SC1=CC=CC=C1)S(=O)(=O)O
[O-][N+](=O)c1ccccc1[N+]([O-])=O CN(C(N)=O)c1ccc(C)cc1
COc1c(Cl)cccc1Cl CCN(CC)C(C#N)c1ccccc1
Cc1ccc(Cl)cc1 CCCOC(=O)C(/O)=C/Oc1ccccc1
CCc1ccc(C)cc1 COC(=O)CNC(=O)c1ccccc1
COc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O CC(C)CC(N)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
OC(=O)c1cc(Cl)cc(Cl)c1 O=C(O)Cc(cccc1)c1
COc1ccc(cc1C(O)=O)C(O)=O Nc1ccc(cc1)C(O)=O
CCCC(=O)OCc1ccccc1 CCCCNC(=O)N[S](=O)(=O)c1ccc(N)cc1
CCC(=O)OCCc1ccccc1 N#Cc1ccccc1
Cc1cccc(C=C)c1 CCOC1=CC=C(O)C=C1
Cc1ccc(C=C)cc1 CC(=O)c1ccc(O)cc1
Cc1cc(C)c(OCC(O)=O)c(Br)c1 COC1=CC=CC(C(=O)O)=C1OC
Cc1cc(O)c(cc1Cl)C(O)=O Nc1cc(ccc1O)[S](O)(=O)=O
COc1ccc(\C=C\C)cc1 CC(=O)OC(C(O)=O)C1=CC=CC=C1
Fc1ccc(I)cc1 NC(=S)Nc1cccc(c1)[N+]([O-])=O
CC(=O)CC(=O)Nc1ccc(NC(=O)CC(C)=O)cc1 OC(=O)c1ccccc1C(O)=O
C[C@@H](Oc1cc(Cl)c(Cl)cc1Cl)C(O)=O N[S](=O)(=O)c1ccc(CCCCO)cc1
OC(=O)CC1=CC(=C(OCC=C)C=C1)Cl COC(=O)c1ccccc1C
O(c(ccc(c1)C=CC)c1)C CC(C)c1ccc(cc1)[S](O)(=O)=O
CC(C)(C)c1ccc(C=O)cc1 NCC(O)c1ccccc1
S=C=NCc1ccccc1 CC(=O)Nc1ccc(Cl)cc1C
CNC(=O)OCc1ccc(Cl)c(Cl)c1 CCOc1ccc(C=O)cc1OC
CNC(=O)OCc1cccc(Cl)c1Cl COCCOC(=O)OC1=CC=C(NC(C)=O)C=C1
Oc1cc(Cl)c(Cl)c(Cl)c1Cl Oc1cc(C=O)cc(c1O)[N+]([O-])=O
CC(=O)Oc1ccccc1\C=C\C(O)=O NC(=O)CNC(=O)OCC1=CC=CC=C1
CC(C)CCOC(=O)c1ccccc1O CC(C(=O)O)S(=O)(=O)C1=CC=CC=C1
CC(C)(C)c1ccc(CCC=O)cc1 Oc1ccc(O)cc1
CCCOc1ccc(cc1N)[N+]([O-])=O Cc1ccc(C=O)cc1
CC1=C(OCC(O)=S)C=CC(Cl)=C1 CCOC(=O)C(CC1=CC=CC=C1)NC(C)=O
CC1=C(C)C=C(C=C1)C(O)=O O=C(O)CNC(CC1=CC=CC=C1)C(=O)O
CN[P](=O)(OC)Oc1ccc(cc1Cl)C(C)(C)C OCCNc1ccccc1[N+]([O-])=O
COC(=O)C1=CC(Br)=C(O)C=C1 CN(CCO)C(=O)COC(=O)C1=CC=CC=C1
CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl CCC(O)(COC(N)=O)c1ccccc1
CCCCNC(=O)N[S](=O)(=O)C1=CC=C(C)C=C1 COc1ccc(C)cc1NC(C)=O
S=C=NCCc1ccccc1 OCc1cc(O)ccc1O
Cc1cc(C)c(O)c(c1)C(C)(C)C CC(=O)NC1=C(I)C(=C(I)C(=C1I)C(O)=O)NC(C)=O
CCC(C)OC(=O)Nc1cccc(Cl)c1 CC(C)(O)CCc1ccccc1
S=C=Nc1ccccc1 CN(CC(O)=O)C(=O)COC(=O)c1ccccc1
COc1cc(c(OC)cc1Cl)[N+]([O-])=O Clc1ccc(C=O)cc1
Cc1ccc(cc1C)[N+]([O-])=O COc1ccc(OC)c(C=O)c1
CCNC(=O)OC1=C(O)C(=CC(=C1)\C=C(C#N)/C(=O)N(CC)CC)[N+]([O-])=O Cc1cc(Cl)c(O)c(Cl)c1
CCN(CC)CCNC(=O)C1=CC(=C(N)C=C1OC)Cl Cc1ccc(C=O)cc1C
CCc1cccc(C)c1N(COC(C)C)C(=O)CCl COc1cc(ccc1O)C(O)=O
ClCC(=O)C1=CC=C(NN=C(C#N)C#N)C=C1 CCC(CC)C(=O)OC1=C(C=CC=C1)C(O)=O
S=C=NC1=CC=CC(=C1)C#N Cc1ccccc1[N+]([O-])=O
Cc1ccc(Br)cc1 C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
[O-][N+](=O)c1ccc(Cl)c(Cl)c1 Cc1cccc(N)c1
Clc1ccccc1Br Clc1ccccc1C(=O)CC#N
Cc1cccc(C)c1C OC1=CC=C(F)C=C1
COc1cc(ccc1N)[N+]([O-])=O CNC(=O)Oc1ccccc1OC(CCl)OC
ClCc1ccccc1Cl Cc1cc(O)ccc1[N+]([O-])=O
CCc1ccccc1C C1=CC(=CC=C1C(=O)NO)[N+](=O)[O-]
Clc1cccc(Br)c1 OC(=O)c1ccc(C(O)=O)c(Br)c1
Fc1cc(Br)cc(F)c1F NC(Cc1cc(Cl)c(O)c(Cl)c1)C(O)=O
CCOc1ccc(cc1N)[N+]([O-])=O CCOC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O
CC(=O)NC(COC(=O)C1=CC=CC=C1)C(=O)O CC(O)CN(CC(C)O)c1ccc(C)cc1
OC(=O)c1cccc(c1)C(O)=O NC(=O)CNC(=O)COC(=O)c1ccccc1
C=CCOC(=O)c1ccccc1C(=O)OCC=C NC1=CC(=C(C=C1)C(O)=O)[S](O)(=O)=O
CCCCC(O)(CCCC)C(O)c1ccccc1 OC(=O)c1cccc(Cl)c1Cl
CCOC(=O)c1ccc(O)c(Cl)c1 C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O
CN(CC(=O)O)C(=S)SCC1=CC=CC=C1 Oc1ccccc1[N+]([O-])=O
O=C(O)COC1=C(Cl)C=C(Cl)C=C1Cl Oc1c(Cl)cc(Cl)cc1Cl
CC(CC(C)(C)C#N)c1ccccc1 CC(CO)CC(C)c1ccccc1
CC(=O)Nc1cc(N[S](=O)(=O)C(F)(F)F)c(C)cc1C Clc1ccccc1C=O
Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O OC(=O)c1cc(Cl)c(Cl)cc1Cl
OC(=O)C1=CC(=CC=C1)N=C=S CC(C)(C)c1ccc(O)cc1
Clc1ccc(S(=O)(NC(=O)NCCC)=O)cc1 CC(=O)Oc1ccccc1C(=O)OC[S](C)=O
O=C(Nc(ccc(c1)I)c1)C OCc1ccccc1O
CC(C)N(C(C)C)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O Nc1ccc(cc1)[N+]([O-])=O
Oc1cc(Br)cc(C=O)c1 COCCN(C(=O)CCl)C1=C(C)C=CC=C1C
Cc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O NN[P](=S)(NN)c1ccccc1
COC(=O)c1cc(Cl)cc(N)c1Cl CCCCCc1ccc(O)cc1O
FC(F)(F)c1ccc(Cl)c(Cl)c1 Nc1ccc(Cl)cc1O
c1cc(N)ccc1C(=O)OCCNCCCCC COC(=O)c1c(cccc1[N+]([O-])=O)C(O)=O
OC(=O)c1cccc(I)c1 CCCCOCc1ccc(O)c(OC)c1
Cc1c(Cl)cccc1[N+]([O-])=O OC[C@@H](NC(=O)CN=[N+]=[N-])[C@H](O)c1ccc(cc1)[N+]([O-])=O
CC(C)COC(=O)Cc1ccccc1 CC(=O)NC(CC1=CC=C(OC(C)=O)C=C1)C(N)=O
CCc1ccccc1CC CNC(=O)Oc1ccc(N(C)C)c(C)c1
Cc1c(Cl)cc(Cl)c(O)c1Cl Cc1cc(C)c(C)c(O)c1
O=S(=O)(C1=CC=CC=C1)N(Br)Br N[S](=O)(=O)c1ccccc1
CC(C)c1ccc(C)c(C(O)=O)c1O CCCCNC(=O)OC1=C(O)C(=CC(=C1)\C=C(C#N)/C(=O)N(CC)CC)[N+]([O-])=O
N#CCO/N=C(C#N)/c1ccccc1 COc1ccc(\C=C\C(O)=O)cc1
CCCOC(=O)C1=CC=C(NC(C)=O)C=C1 N[S](=O)(=O)c1ccc(SCCCO)cc1
OC(=O)CCCOC1=CC=C(Cl)C=C1 [O-][N+](=O)c1cccc(Br)c1
CC(C)c1ccccc1 NC(=O)c1ccc(cc1)[S](N)(=O)=O
ClCCC(=O)NCc1ccccc1 COC1=C(OCC(O)CO)C=CC=C1
CC(C)c1ccc(CCC=O)cc1 OC(=O)c1cc(cc(c1)[N+]([O-])=O)C(O)=O
OC(=O)c1cc(I)cc(I)c1O CCC(C)c1ccc(O)cc1
COc1cccc(Cl)c1Cl CSc1cc(O)cc(O)c1
c1cc(C)cc(C)c1C OCCCc1ccccc1
O=C(O)c(ccc(c1)Cl)c1 COC(=O)c1cc(O)c(O)c(O)c1
COC(=O)c1ccc(O)c(I)c1 OCc1ccc(Cl)cc1Cl
CCC1=CC(=CC(=C1)OC(=O)NC)CC OC(=O)c1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O
CCCCOCCOC(=O)c1ccccc1 Cc1cc(N)c(cc1Cl)[S](O)(=O)=O
Clc1ccc(NC(NC=O)C(Cl)(Cl)Cl)cc1Cl OCCNc1ccc(cc1[N+]([O-])=O)N(CCO)CCO
CCOc1ccccc1\C=C\C([O-])=O OCCOCCOc1ccccc1
Oc1c(Br)cc(cc1Br)C#N CC(=O)NCC(=O)Nc1ccccc1
Cc1cc(C)cc(c1)C(Cl)=O CCCCOC(=O)/C=C/c1ccccc1
CC(C)N(C(C)C)C(=O)COC(=O)C1=CC=CC=C1 CC(=O)NC(NC(C)=O)c1ccccc1
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1 OC(=O)c1ccc(F)cc1
CCOC(=O)C(NC=O)=CC=Cc1ccccc1 CC(C)(C)c1ccccc1O
CCCCCOC(=O)c1ccc(N)cc1 CN[C@@H](Cc1ccc(O)cc1)C(O)=O
ClC1=CC=C(Cl)C=C1 OC(=O)c1cccc(c1)[N+]([O-])=O
CCC(CC)(CC1=CC=C(C)C=C1)C(=O)NO Nc1ccc(C(OCCN(CC)CC)=O)cc1
CCOC(=O)COc1ccc(Cl)cc1Cl Nc1ccccc1
CCc1ccc(CC(C)(C)C#N)cc1 NC(=O)c1ccccc1C(N)=O
[O-][N+](=O)c1ccc(Cl)cc1C(F)(F)F Cc1ccc(N)c(c1)[N+]([O-])=O
ClC(Cl)C(=O)Nc1ccccc1 CC(Oc1ccccc1Cl)C(O)=O
CNC(=O)Oc1cccc(c1)C(C)C COc1ccc(OC)cc1
CNC(=O)Oc1cc(C)cc(c1)C(C)C OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O
N#CC(=NNC1=CC=CC=C1)C#N Nc1cccc(c1)C#N
CCCc1ccccc1 COc1ccc(cc1N)[N+]([O-])=O
[O-][N+](=O)c1cc(Cl)ccc1Cl OCc1ccccc1Br
CCCCOC(=O)OC1=CC=C(NC(C)=O)C=C1 OC(=O)c1cc(ccc1O)[N+]([O-])=O
Oc1c(Cl)c(Cl)cc(Cl)c1Cl Cc1cccc(C)c1OCC(O)=O
CCCOC(=O)C1=CC(Cl)=C(O)C=C1 NCc1ccc(CN)cc1
CC(C)OC(=O)Nc1cccc(Cl)c1 NC1=CC(=C(O)C=C1)C(O)=O
Cc1cc(C)cc(C)c1 CC(=O)C(=O)c1ccccc1
CCCCOC(=O)c1ccccc1N CCOC1=CC=C(N(CC)C(N)=O)C=C1
CCCOC(C)OCCc1ccccc1 CNC(=O)COC(=O)c1ccccc1
CCCO[P](=O)(OCCC)Oc1ccc(SC)cc1 Nc1ccc(Cl)cc1Cl
[O-][N+](=O)c1ccc(cc1)[N+]([O-])=O COC1=CC=C(C=C1)C(N)=O
CCCCCCCN(C)N=NC1=CC=C(C(=O)O)C=C1 CC(O)(C(O)=O)c1ccccc1
CCOC(=O)C1=CC(Br)=C(O)C=C1 NC1=CC(S(=O)(=O)O)=CC(C(=O)O)=C1
CC(=O)Oc1ccccc1C(=O)OC[S](C)(=O)=O CC(C(N)=O)S(=O)(=O)C1=CC=CC=C1
Oc1ccc(C=C)cc1C=C CCNC(=O)C(C)OC(=O)Nc1ccccc1
CN(C)c1ccc(cc1)C(O)=O Nc1cc(Cl)c(Cl)cc1[S](O)(=O)=O
COCC(NC(C)=O)C(=O)NCc1ccccc1 OC(=O)COC1=C(Cl)C=CC=C1Cl
OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl CCOc1ccc(N)cc1
CO[P](=O)(OC)OC(=C\Cl)/c1ccc(Cl)cc1Cl CC(=O)NC1=CC=C(C=O)C=C1
CCNc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O Cc1cccc(C)c1O
Oc1cc(O)c(cc1[N+]([O-])=O)[N+]([O-])=O OCCNc1ccccc1
OC(=O)COC1=C(Cl)C(=C(Cl)C=C1Cl)Cl NC1=CC(=CC=C1)N
COC1=C(O)C(OC)=C(Cl)C(Cl)=C1Cl OC(=O)\C=C/C(=O)Nc1ccccc1
CC(C)CC1=CC=C(C=C1)C(C)C(=O)OCC(=O)N(C)CC(N)=O N#CCCN(CCC#N)C(CC1=CC=C(O)C=C1)C(=O)O
FC(F)(F)c1cccc(Cl)c1 Nc1c(Br)cc(Br)c(c1Br)[S](O)(=O)=O
CCN(CC)C(C)C(C)OC(=O)C1=CC=C(N)C=C1 Cl[S](=O)(=O)c1ccccc1
CC(=O)Nc1ccc(cc1)/C=N/NC(N)=S N[C@@H](Cc1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O)C(O)=O
Nc1cc(Cl)c(Cl)cc1Cl OCCc1ccccc1
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F OC(=O)COc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
CCNCC(O)c1cccc(O)c1 CC1=CC=CC=C1CO
COc1cc(Cl)c(Cl)cc1OC CC(=O)Oc1ccc(cc1)C#N
CC(C)c1ccc(cc1)C(C)CC=O OC(=O)c1ccccc1
CCCCOC(=O)C1=CC=C(NC(C)=O)C=C1 CC(C)(CO)Cc1ccccc1
CCO[P](=O)(OCC)OC(=C\Cl)/c1ccc(Cl)cc1Cl CC(C)(O)C(=O)c1ccccc1
CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC O[S](=O)(=O)C1=CC=C(C=C1)[N+]#N
CCCCO[P](=O)(OCCCC)Oc1ccccc1 COc1cc(C=O)cc(c1O)[N+]([O-])=O
CCCCOC(=O)c1ccccc1 NC(=S)Nc1ccccc1
CN(C)C(=O)Nc1ccc(C)c(Cl)c1 CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O
[O-][N+](=O)c1cccc(Cl)c1Cl CCc1cccc(CC)c1N
NC(CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O CCc1ccccc1NC(C)=O
CCCCCOC(=O)C1=C(C(=O)OCCCCC)C=CC=C1 CCN(CC)C(=O)COC(=O)c1ccccc1
CCOC(=O)c1ccc(O)c(I)c1 CC(=O)c1ccc(O)c(c1)C([O-])=O
OC(=O)c1ccc(Cl)c(Cl)c1 CC1=C(C=C(N)C=C1)[S](O)(=O)=O
CC(C)c1cccc(C)c1 OC(=O)c1cccc(F)c1
CC(C)C1=CC=C(NC(=O)N(C)C)C=C1 CCC(=O)NC1=CC=CC=C1
Brc1ccccc1Br C1=CC(=CC=C1C(=O)NN)[N+](=O)[O-]
CC1=CC=C(S(=O)(=O)N(Cl)Cl)C=C1 CC1=CC=C(S(=O)(=O)NCl)C=C1
CCCOC(=O)C1=CC(Br)=C(O)C=C1 Cc1cccc(Cl)c1O
OC1=C(C(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)O)[N+]([O-])=O NCCc1ccccc1
CCCCOC(=O)C1=CC(Cl)=C(O)C=C1 COc1ccc(N)c(c1)[N+]([O-])=O
ClCc1ccc(Cl)cc1Cl O=C(OCC)c(ccc(N)c1)c1
CC1=CC(C)=C(CC(C)(C)C(=O)NO)C(C)=C1 NC(=O)c1cc(Cl)cc(Cl)c1N
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1 NC(=S)C1=CC=CC=C1
Cc1cccc(Cl)c1 Clc1ccccc1
Cc1cccc(Br)c1 N[C@@H](Cc1cc(Cl)c(O)c(Cl)c1)C(O)=O
OC(=O)c1ccc(Br)cc1 CCOC(=O)OCOC1=CC=C(NC(C)=O)C=C1
CCN(CC)C(=O)\C(=C/C1=CC(=C(O)C(=C1)[N+]([O-])=O)OC(=O)NC(C)(C)C)C#N COc1ccc(CCC(O)=O)cc1
CC(=O)NC1=CC=CC(=C1)N=C=S Nc1cccc(c1)C(F)(F)F
Clc1ccccc1I OC(=O)\C=C\c1ccccc1
Brc1cccc(Br)c1 OC1=C(F)C(=C(F)C(=C1F)F)F
COCCCCC(=O)c1ccc(cc1)C(F)(F)F NC(=O)N[C@@H](Cc1ccccc1)C([O-])=O
Cc1ccc(cc1Cl)[N+]([O-])=O Cc1cc(N)ccc1N
OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1O N[P](N)(=O)c1ccccc1
CC(OC1=C(Cl)C=C(Cl)C(Cl)=C1)C(=O)O OC1=CC(=CC(=C1)O)O
[O-][N+](=O)C1=CC=CC(=C1)N=C=S O=C(OCC)c(c(ccc1)C(=O)OCC)c1
Clc1cccc(I)c1 N#CC1=C(C=CC=C1)C#N
CC(=O)CC(C)=NC1=C(O)C=CC=C1 CC(CC=O)c1ccccc1
Nc1cc(ccc1Br)[N+]([O-])=O CNC(=O)C1=CC=C(N)C=C1
CC(C)CN(CC(C)C)C(=O)COC(=O)C1=CC=CC=C1 CN(C)[S](=O)(=O)C1=CC=C(C=C1)N(C)C(C)=O
CCCCN(CCCC)C(=O)COC(=O)c1ccccc1 CN(C)C(=O)C1=CC=C(C=C1)[N+](=O)[O-]
ClC(Cl)(Cl)c1ccccc1 OC(=O)CNC(=O)C1=CC=CC=C1
CC(O)COCc1c(Cl)ccc(Cl)c1Cl c1ccccc1NC(=O)NN
OC(=O)CCCOC1=C(Cl)C=C(Cl)C=C1 CCCOC(=O)c1ccc(N)cc1
CC(C)(C)c1ccc(cc1)C(O)=O c1ccccc1(OC(=O)NC)
[O-][N+](=O)C(COC(=O)c1ccccc1C(=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O COc1cc(\C=C\C)ccc1OCC([O-])=O
CCO[P](=S)(OCC)OC1=CC=C(C=C1)[S](C)(=O)=O Nc1ccc(Cl)c(Cl)c1
[O-][N+](=O)c1cc(Cl)cc(Cl)c1 Fc1ccc(F)cc1
CN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O Oc1cccc(O)c1[N+]([O-])=O
CCCCCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C Fc1cc(F)c(F)c(F)c1
CC(=O)CC(C)=NC1=CC=C(O)C=C1 Oc1ccc(CC=C)cc1O
Nc1c(Cl)cc(cc1Cl)C(F)(F)F CSc1ccccc1
CNC(=O)Oc1cc(C)c(N(CC=C)CC=C)c(C)c1 CCC(C(C(O)=O)c1ccccc1)C(O)=O
CC(C)=NNC(=O)Nc1ccc(cc1)[N+]([O-])=O NC(=O)C=Cc1ccccc1[N+]([O-])=O
Oc1c(I)cc(C#N)cc1I CCNC(=O)COC(=O)c1ccccc1
CCCCOc1ccccc1 CCOC(=O)Cc1ccccc1
Clc1ccc(Br)cc1 Oc1ccc(Cl)cc1
OC(=O)/C=C/C=C/C1=CC=CC=C1 OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+]([O-])=O
CCCCCCC1=CC=C(C=C1)C(O)=O CC(=O)O[C@@H](C(O)=O)c1ccccc1
CN[S](=O)(=O)c1cc(OC)c(N)cc1OC OC(=O)C1=CC(=CC=C1)O
CC(C)(C)c1ccccc1 OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O
CCCCCCCc1ccc(O)cc1 CCN(CC)C(C)COC(=O)C1=CC=C(N)C=C1
COC1=CC(Cl)=C(Cl)C(Cl)=C1O CC(=O)NC(=O)COC(=O)c1ccccc1
CCC(CC)(C(=O)NC(N)=O)C(=O)OCC1=CC=CC=C1 Oc1ccc(cc1O)C#N
CNC(=S)N(C)C1=C(C)C=C(Cl)C=C1 OC(=O)c1ccc(c(c1)C(O)=O)[S](O)(=O)=O
CN(C)C(=S)Nc1ccc(Cl)cc1C Sc1ccccc1
CCCCC(C#N)c1ccccc1 Cc1ccc(O)c(c1)[N+]([O-])=O
CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(O)=O)c1I
CCCCOC(=O)C1=CC(Br)=C(O)C=C1 [O-][N+](=O)C1=CC=CC(=C1)C=O
CCc1ccccc1Br NC(Cc1ccccc1)C(O)=O
Oc1c(Br)cc(Br)cc1Br CCC(=O)OCc1ccccc1
CC(C)(C)C(=O)OCCc1ccccc1 CN(C)C(=O)c1cccc(c1)C(=O)N(C)C
BrCCc1ccccc1 COc1ccc(CC(C)C=O)cc1
CC(C)c1cccc(c1)C(C)CC=O CN(CCOC(=O)c1ccccc1)C(C)=O
Cc1cc(Cl)ccc1OCCCC(O)=O OC(=O)CC(=O)c1ccccc1[N+]([O-])=O
CCCCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C CCC(C)(O)C(O)c1ccccc1
CCCCCCC(=O)N(C)[S](=O)(=O)C1=CC=C(C=C1)N(C)C Oc1ccc(C=O)cc1
CO[P](=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O CN(C)c1ccc(C=O)cc1
CC(C)COCN(C(=O)CCl)c1c(C)cccc1C NC(=O)c1ccc(Cl)c(N)c1
CCCOC(=O)c1ccc(O)c(I)c1 CCO[S](=O)(=O)c1ccccc1
Nc1c(Cl)cc(Cl)cc1Cl O[S](=O)(=O)c1ccccc1
CCN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O CCOc1ccccc1OCC
Clc1ccc(Cl)c(Cl)c1 N[S](=O)(=O)c1ccc(SCCO)cc1
CC\C=C/CCOC(=O)c1ccccc1 Oc1cccc(O)c1O
COC(=O)c1ccc(c(N)c1)C(=O)OC CC(=O)Nc1ccc(N)c(c1)[S](O)(=O)=O
CO[P](=S)(OC)Oc1ccc(cc1)C#N NC(=O)c1ccccc1
FC(F)(F)c1ccc(Cl)cc1 Cc1cc(O)ccc1Cl
COC(=O)c1ccc(cc1)C(C)(C)C OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1 Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)C(N)=O
CCc1cccc(CC)c1 c1ccccc1OC
c1cc(CC)ccc1CC COCOC(=O)c1ccccc1O
OC(=O)COC1=C(Cl)C(=C(Cl)C(=C1Cl)Cl)Cl CC(=O)Nc1ccc(OC(C)=O)cc1
CCC(C)c1ccccc1 Cc1cc(C)c(N)c(c1)[S](O)(=O)=O
CC(C)c1ccccc1C Cc1ccccc1C(O)=O
COC(=O)C(Cl)Cc1ccc(Cl)cc1 OCCCOC(=O)c1ccccc1
CCCCCCCCN(C)N=NC1=CC=C(C(=O)O)C=C1 Cc1ccc(N)cc1C
c1cc(C)ccc1C(C)C Cc1cccc(c1)C(O)=O
Cc1ccc(Cl)c(Cl)c1 CC(=O)Nc1ccc(Br)cc1C
CCCCOC(=O)COc1ccc(Cl)cc1Cl COc1cc(ccc1O)C(C)=O
CC(Cc1ccc(cc1)C(C)(C)C)C=O OC(=O)CCCNC(=O)c1ccccc1
Cc1c(Cl)cccc1Cl CC(=O)CC(C)(C)c1ccccc1
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC Oc1cccc(O)c1
CC(C)(C)c1ccc(O)c(c1)C(C)(C)C OCC(C(O)=O)c1ccccc1
COC(=O)c1ccc(cc1)C(=O)OC NNC(=O)C1=CC=C(C(=O)NN)C=C1
Brc1ccc(Br)c(C=O)c1 CCOC(=O)N[S](=O)(=O)c1ccc(C)cc1
Cc1ccc(Cl)cc1Cl Cc1ccc(N)c(C)c1
CCCCCOC(=O)c1ccc(O)cc1 OC(=O)Cc1ccc(O)cc1
CCCOC(=O)C1=C(C(=O)OCCC)C=CC=C1 CCOC(=O)C1=CC=C(O)C=C1
CCCCOC1=C(C=C(C=C1)[N+](=O)[O-])N OC(=O)c1cc(O)cc(c1)C(O)=O
CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl CCC(=O)c1cccc(Cl)c1
OC(=O)CCCOc1cc(Cl)c(Cl)cc1Cl CCc1ccc(NC(C)=O)cc1
c1cc(OCCCC)ccc1C(=O)OCCN(CC)CC N[S](=O)(=O)c1cccc(c1)[S](N)(=O)=O
CC1=CC(=C(C)C=C1C)C O=C(Oc(c(ccc1)C(=O)O)c1)C
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC C[S](=O)(=O)C1=CC=C(C=C1)C(O)C(CO)NC(=O)C(Cl)Cl
CCC(C)c1ccc(O)c(c1)[N+]([O-])=O COCc1ccc(O)c(OC)c1
CCCCCCCCCc1ccc(OCC(O)=O)cc1 CC(=NO)C(=NO)C1=CC=CC=C1
CCCCCC(CO)Cc1ccccc1 CC(C)N(C(=O)CO)c1ccc(F)cc1
